measurment_date,actuator_extension,vna_filename,latitude,longitude,DNN
2024-11-14T23:58:37.302248Z,210,2024-11-14T23-58-37.302248Z_210_vnaData.s1p,0,0,57.35930933346164
2024-11-14T23:58:46.809414Z,210,2024-11-14T23-58-46.809414Z_210_vnaData.s1p,0,0,55.0476046339152
2024-11-14T23:58:58.879007Z,210,2024-11-14T23-58-58.879007Z_210_vnaData.s1p,0,0,55.808440731966215
2024-11-14T23:59:11.120379Z,210,2024-11-14T23-59-11.120379Z_210_vnaData.s1p,0,0,56.07666600009238
2024-11-14T23:59:34.715085Z,210,2024-11-14T23-59-34.715085Z_210_vnaData.s1p,0,0,57.2169330997862
2024-11-14T23:59:46.924971Z,210,2024-11-14T23-59-46.924971Z_210_vnaData.s1p,0,0,58.93228575035734
2024-11-14T23:59:58.445471Z,210,2024-11-14T23-59-58.445471Z_210_vnaData.s1p,0,0,58.20358562083937
2024-11-15T00:00:21.990331Z,210,2024-11-15T00-00-21.990331Z_210_vnaData.s1p,0,0,58.00377120556672
2024-11-15T00:00:34.179280Z,210,2024-11-15T00-00-34.179280Z_210_vnaData.s1p,0,0,57.15057091408696
